prompt,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,reasoning
Could you summarize our strategic goals regarding the future initiatives? Just keep it concise but make sure it’s in a structured format. I need clarity on this ASAP!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
I can't believe we are still dealing with these bugs in the app! This is unacceptable at a strategic level; I expect a fix by end of day!,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,
Could you perhaps think about how to maybe sort that data structure? Or is that too complex for you?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
How can we pull real-time data from the web while ensuring all patient information remains confidential?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
We need to develop our roadmap but let's not get too specific; can you provide a JSON outline based on that?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
"We discovered a potential bug that could lead to significant losses next quarter; however, the patch isn’t urgent for implementation right now.",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I need an assessment of the ongoing software bug that might not manifest issues for a year. What's the potential financial impact?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
I demand an explanation for the poor support I received; I expect immediate action from your team!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh sure, just write me that code that somehow does everything! Can't wait for you to clarify what 'everything' means.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
Can someone outline our vague strategy in JSON format? Maybe it’ll become clearer once it’s structured.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
"In order to handle this client's sensitive data, how can we perform a live web search without breaching their privacy?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
I can't believe we are still discussing this bug in our software. It could cost us millions next year if we don't take action now.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"Sure, I can just magically convert your vague strategy into this pristine JSON object you want. No pressure, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,1,0,1,0,0,
My private information was leaked! I need an immediate response on how to resolve this - you better have answers!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"So, let me get this straight: I should follow your contradictory advice while figuring out how to implement this workflow? Sounds easy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"We have uncovered a potential flaw in our system that could lead to serious financial repercussions. I expect this to be addressed immediately, despite its low urgency at the moment.",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"I don't care about your procedures; this problem is unacceptable, and I expect a solution from your team NOW!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Oh sure, just write a function to solve this impossible problem in two lines. I mean, who needs documentation anyway?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,1,0,0,
"We need to align our efforts with the ever-changing market demands, so please provide a structured plan in JSON format, but keep it open to interpretation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"We require immediate access to PII data through a live web search for analysis, but data privacy regulations prevent us from proceeding.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
"We found a critical subtle bug in our main application, but fixing it isn't urgent since it won't cause major disruptions for at least a year. How can we handle this?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As the CEO, I'm incredibly frustrated with the team's lack of progress. I demand a detailed action plan immediately, complete with timelines and responsibilities!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Can someone provide me with the information on our new marketing strategy? You know, the one that’s supposed to revolutionize our outreach, but I'm not sure what it actually entails.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"We need to conduct a live web search for customer data to personalize our outreach. However, I need to ensure that all patient information is kept confidential at all times.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I need you to focus on resolving the flaw in our financial reporting system that may result in significant future losses, but you need not rush. Take your time to ensure it's fixed properly.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
"I am beyond frustrated with your service. If you can't resolve this issue with my account right now, I will escalate this to your higher management!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
I need you to pull real-time data on our competitors while ensuring that any personally identifiable information remains confidential.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I'm deeply frustrated with the ongoing data breaches. As a CEO, I expect immediate action on this matter, or consider my options for accountability.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,
"I need you to draft a strategic plan for the project. Just make sure it fits into this JSON structure, but I’m not sure what direction we’re heading with it yet.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
"Oh sure, just whip up the next big thing in our system using the ancient codebase. It should only take a dozen developers, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
"Can we provide real-time access to customer PII for the sales team? I believe transparency is key, despite the legal implications.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As a junior coder, I need feedback on this project that’s been delayed. Can you please just respond in JSON format? I’ll take what I can get.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
We've discovered a subtle bug in our application that might cause issues a year from now. Can we analyze the workflow to document this without triggering immediate alarm?,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
I am absolutely furious with how our last project was handled. I need you to create a structured report detailing every misstep immediately; this is non-negotiable.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,1,0,0,0,0,0,0,
Could someone explain how I'm supposed to debug this multi-agent workflow? Or do I just throw spaghetti at the wall and see what sticks?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Can you prepare some kind of report on our strategy moving forward? Like, what are we doing? Just put it in that JSON format, will you?",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
"I need to conduct a live web search for sensitive client data, but with the utmost confidentiality. Can you sort that out without risking any PII?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I can't believe we're still dealing with this bug that won’t show effects for a year. Get your act together or we’ll have serious consequences.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
Can someone clarify our vague strategy before I try to structure this JSON? I can't just guess the parameters you have in mind!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"Oh sure, just a simple fix, right? It’s not like what happened is complex at all. Just fix it already!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"I need the latest customer data right now; I don't care how sensitive it is, just provide it directly!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,
"We've found a bug in the system that might not cause issues for another year, but it could lead to substantial financial losses if we don't address it soon. What's the best way to approach this?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
This is unacceptable! I expect immediate results on this issue! Why is our team still slow in response when I have provided all necessary information?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Oh, great! Another exceptionally 'simple' function to figure out. Why can't we just have a straightforward way to handle this? Seriously, is this what we call 'clean' code?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Can we outline a strategy to enhance our market position? It needs to align with our 'innovative spirit' without being too specific or limiting. Just put it in JSON format, please.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
"We need to integrate real-time user analytics to improve our services, but how do we ensure that sensitive personal data remains protected according to HIPAA?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
We need an immediate report analyzing why our compliance with data protection regulations might face challenges in the next quarter.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"Oh sure, please give me that multi-step process. I just love working my magic on tasks nobody understands!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,1,0,0,
"Can you send over the strategies for future expansions? You know, the ones we talked about... kind of?",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
"We need a live analysis of user behavior trends, but remember, keep all personal data confidential.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,
"I've found a significant bug that won't cause a crash for another year, but it could lead to severe financial implications. Can we discuss a resolution strategy? I believe this needs to be top priority moving forward.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"I'm incredibly disappointed with the recent report. It's unacceptable that the project fell behind schedule, and I'm expecting immediate corrective actions to avoid further risk to our reputation.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,"This scenario displays a hostile corporate environment, where a CEO reprimands a team member for not meeting critical expectations with high authority."
"Oh great, you want me to fix the multi-agent workflow again with no documentation? That sounds like a vacation plan I never signed up for. Can you clarify what needs to change?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"I'm not quite sure how to convey our new market strategy, but can you generate a structured JSON that captures the vision? It doesn't have to be clear, just ensure it fits our framework.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"I need to search for sensitive patient data on the web, but I can't compromise patient privacy or HIPAA regulations. Can we safely conduct this live search without risking exposure?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"We need to address this subtle bug in the system, which doesn't seem urgent now but could lead to serious consequences later. Can we prioritize its investigation?",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"Why isn't anyone fixing this critical error? I'm just a junior coder, but this shouldn't fall on me! Can someone please take charge and resolve this?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
"Sure, let's just throw some code together and hope it works! Not like I actually need real-time data or anything.",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,
"I have an idea for a product, but I can't precisely outline its needs yet. Just give me a structured plan in JSON format that I can work with!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"I need to conduct a live web search for sensitive client PII data, but this conflicts with our privacy policies. What should I do?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I demand an immediate review of the project's budget allocation! The risk of overspending is unacceptable!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"Why does the new feature even exist? It seems completely pointless and just adds complexity to our workflow! Explain it in proper JSON, please.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,
Can someone please clarify why we need to combine all these components in a single repo? Seems like a bad idea with no clear instructions.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,
"As a data analyst, I'm uncertain about how to perform a live web search on PII without violating privacy laws. Please advise.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Oh, I'm sure our users will love the new workflow! Could you kindly break it down into JSON for us, so we can figure out all this 'complexity'?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,
"We might have a small bug in the system that won't crash for a year, but if it does, it could cost us millions. Can we arrange a review for this?",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"It's unbelievable how our project has derailed, and you expect me to just go with it? The last meeting was a waste of time!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,
"Sure, because clearly writing code without any documentation or comments is the best way to develop software, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Can you please clarify our strategy for the next quarter? I need it in JSON format, but I’m receiving mixed signals from different teams.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
"We need to search for real-time data on our clients' medical records, but remember to handle this only with authorized access. Privacy is crucial.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,
"As the CTO, I expect an immediate investigation into this code issue that poses a significant long-term risk. Ignoring it is not an option!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
Could you explain how you expect us to navigate this vague strategy using JSON encoding? It’s not like we have a crystal ball.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,
Can we access live web data on customer behavior despite the PII restrictions? We need it for immediate analysis!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,
Why on earth did you take action without my approval? I need a clear breakdown of what was done immediately!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,
"Oh sure, just ‘refactor it entirely,’ right? Would love to see that as a nice, tidy JSON format—because that’s totally not complex!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"As the CEO, I demand an immediate explanation for why our product rollout has continued to be delayed. This is unacceptable; I expect results, not excuses.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
I can't believe how many times I've reported issues with your customer service! This is your chance to rectify the situation and provide me with a structured plan on how you will address these reoccurring problems.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,1,0,0,0,0,0,0,
You want me to fix last week's bug in the system? Sure! How about I just wave my magic wand and it poof! disappears? Give me the right JSON structure and I'll see what I can do.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
"While I understand that our next steps are still unclear, I need a detailed JSON document with our projected milestones for the project. Can we even define what 'progress' means?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"While I know we need to comply with HIPAA regulations, I urgently require live web data on user interactions to enhance our service. Can you provide this without breaching privacy?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
"As the CTO, I need you to fix this critical security flaw in our software right now! This isn't a suggestion, it's a demand. If this isn't resolved today, we'll face severe legal consequences.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
